19,375299968946176,37771885,-9223372036854775808
12,4096,2,
14,16384,5,
16,65536,9,
18,262144,19,
20,1.04858e+06,45,
22,4.1943e+06,115,
24,1.67772e+07,302,
26,6.71089e+07,589,
28,2.68435e+08,1580,
30,1.07374e+09,4117,
32,4.29497e+09,13121,
34,1.71799e+10,26465,
36,6.87195e+10,68830,
38,2.74878e+11,183369,
40,1.09951e+12,474333,
42,4.39805e+12,1242158,
44,1.75922e+13,3407468,
46,7.03687e+13,8949762,
48,2.81475e+14,23399596,
